id_venta,id_linea_venta,id_fecha,fecha_venta,id_usuario,id_articulo,id_canal,id_promocion,unidades,precio_lista_unitario,descuento_pct,importe_descuento,precio_unitario_final,importe_bruto,importe_neto,iva_pct,importe_iva,importe_total,coste_unitario,margen_bruto,metodo_pago,estado_venta
VTA0000118,VTA0000118-01,20250711,2025-07-11 00:00:00,USR_NO_REG,ART000153,CAN002,SIN_PROMO,1,559.99,0.0,0.0,559.99,559.99,559.99,0.21,117.6,677.59,336.37,223.62,Tarjeta,Completada
VTA0000119,VTA0000119-01,20250711,2025-07-11 00:00:00,USR_NO_REG,ART000181,CAN002,SIN_PROMO,1,279.99,0.0,0.0,279.99,279.99,279.99,0.21,58.8,338.79,151.85,128.14,Tarjeta,Completada
VTA0000120,VTA0000120-01,20250714,2025-07-14 00:00:00,USR_NO_REG,ART000182,CAN001,SIN_PROMO,1,309.99,0.0,0.0,309.99,309.99,309.99,0.21,65.1,375.09,196.36,113.63,Tarjeta,Devuelta
VTA0000121,VTA0000121-01,20250724,2025-07-24 00:00:00,USR_NO_REG,ART000177,CAN005,SIN_PROMO,1,219.99,0.0,0.0,219.99,219.99,219.99,0.21,46.2,266.19,143.73,76.26,PayPal,Completada
VTA0000122,VTA0000122-01,20250729,2025-07-29 00:00:00,USR_NO_REG,ART000295,CAN001,SIN_PROMO,2,319.99,0.0,0.0,319.99,639.98,639.98,0.21,134.4,774.38,215.11,209.76,Tarjeta,Completada
VTA0000123,VTA0000123-01,20250804,2025-08-04 00:00:00,USR008498,ART000260,CAN004,SIN_PROMO,1,309.99,0.0,0.0,309.99,309.99,309.99,0.21,65.1,375.09,173.46,136.53,Tarjeta,Completada
VTA0000124,VTA0000124-01,20250807,2025-08-07 00:00:00,USR_NO_REG,ART000269,CAN001,SIN_PROMO,1,279.99,0.0,0.0,279.99,279.99,279.99,0.21,58.8,338.79,182.18,97.81,Tarjeta,Completada
VTA0000125,VTA0000125-01,20250807,2025-08-07 00:00:00,USR_NO_REG,ART000342,CAN001,SIN_PROMO,1,59.99,0.07,4.2,55.79,59.99,55.79,0.21,11.72,67.51,32.69,23.1,Bizum,Completada
VTA0000126,VTA0000126-01,20250808,2025-08-08 00:00:00,USR009678,ART000306,CAN001,SIN_PROMO,2,299.99,0.0,0.0,299.99,599.98,599.98,0.21,126.0,725.98,188.84,222.3,Bizum,Completada
VTA0000127,VTA0000127-01,20250812,2025-08-12 00:00:00,USR_NO_REG,ART000203,CAN002,SIN_PROMO,3,349.99,0.0,0.0,349.99,1049.97,1049.97,0.21,220.49,1270.46,192.67,471.96,Financiacion,Completada
VTA0000128,VTA0000128-01,20250817,2025-08-17 00:00:00,USR_NO_REG,ART000294,CAN002,SIN_PROMO,2,179.99,0.0,0.0,179.99,359.98,359.98,0.21,75.6,435.58,102.38,155.22,Bizum,Completada
VTA0000129,VTA0000129-01,20250823,2025-08-23 00:00:00,USR_NO_REG,ART000145,CAN007,SIN_PROMO,1,499.99,0.0,0.0,499.99,499.99,499.99,0.21,105.0,604.99,295.0,204.99,PayPal,Completada
VTA0000130,VTA0000130-01,20250905,2025-09-05 00:00:00,USR_NO_REG,ART000154,CAN005,SIN_PROMO,1,489.99,0.0,0.0,489.99,489.99,489.99,0.21,102.9,592.89,294.8,195.19,PayPal,Completada
VTA0000131,VTA0000131-01,20250909,2025-09-09 00:00:00,USR_NO_REG,ART000188,CAN004,SIN_PROMO,1,159.99,0.0,0.0,159.99,159.99,159.99,0.21,33.6,193.59,95.38,64.61,PayPal,Completada
VTA0000132,VTA0000132-01,20250911,2025-09-11 00:00:00,USR_NO_REG,ART000253,CAN004,SIN_PROMO,2,119.99,0.0,0.0,119.99,239.98,239.98,0.21,50.4,290.38,66.3,107.38,Transferencia,Completada
VTA0000133,VTA0000133-01,20250927,2025-09-27 00:00:00,USR_NO_REG,ART000168,CAN001,SIN_PROMO,1,659.99,0.0,0.0,659.99,659.99,659.99,0.21,138.6,798.59,368.11,291.88,Tarjeta,Completada
VTA0000134,VTA0000134-01,20250930,2025-09-30 00:00:00,USR_NO_REG,ART000158,CAN001,SIN_PROMO,1,469.99,0.0,0.0,469.99,469.99,469.99,0.21,98.7,568.69,326.68,143.31,Tarjeta,Completada
VTA0000135,VTA0000135-01,20250930,2025-09-30 00:00:00,USR_NO_REG,ART000348,CAN004,SIN_PROMO,1,49.99,0.0,0.0,49.99,49.99,49.99,0.21,10.5,60.49,33.44,16.55,PayPal,Completada
VTA0000136,VTA0000136-01,20251003,2025-10-03 00:00:00,USR_NO_REG,ART000156,CAN007,SIN_PROMO,1,619.99,0.0,0.0,619.99,619.99,619.99,0.21,130.2,750.19,445.75,174.24,Tarjeta,Devuelta
VTA0000137,VTA0000137-01,20251004,2025-10-04 00:00:00,USR_NO_REG,ART000165,CAN005,SIN_PROMO,1,489.99,0.0,0.0,489.99,489.99,489.99,0.21,102.9,592.89,275.7,214.29,Financiacion,Completada
VTA0000138,VTA0000138-01,20251006,2025-10-06 00:00:00,USR_NO_REG,ART000203,CAN007,SIN_PROMO,1,349.99,0.0,0.0,349.99,349.99,349.99,0.21,73.5,423.49,192.67,157.32,Financiacion,Completada
VTA0000139,VTA0000139-01,20251010,2025-10-10 00:00:00,USR_NO_REG,ART000342,CAN004,SIN_PROMO,1,59.99,0.0,0.0,59.99,59.99,59.99,0.21,12.6,72.59,32.69,27.3,Efectivo,Completada
VTA0000140,VTA0000140-01,20251015,2025-10-15 00:00:00,USR_NO_REG,ART000321,CAN005,SIN_PROMO,1,209.99,0.0,0.0,209.99,209.99,209.99,0.21,44.1,254.09,148.76,61.23,Financiacion,Completada
VTA0000141,VTA0000141-01,20251103,2025-11-03 00:00:00,USR_NO_REG,ART000295,CAN001,SIN_PROMO,1,319.99,0.0,0.0,319.99,319.99,319.99,0.21,67.2,387.19,215.11,104.88,Tarjeta,Completada
VTA0000142,VTA0000142-01,20251104,2025-11-04 00:00:00,USR_NO_REG,ART000299,CAN003,SIN_PROMO,2,109.99,0.0,0.0,109.99,219.98,219.98,0.21,46.2,266.18,62.54,94.9,Tarjeta,Completada
VTA0000143,VTA0000143-01,20251107,2025-11-07 00:00:00,USR_NO_REG,ART000294,CAN001,SIN_PROMO,3,179.99,0.0,0.0,179.99,539.97,539.97,0.21,113.39,653.36,102.38,232.83,Efectivo,Completada
VTA0000144,VTA0000144-01,20251110,2025-11-10 00:00:00,USR_NO_REG,ART000344,CAN003,SIN_PROMO,2,169.99,0.0,0.0,169.99,339.98,339.98,0.21,71.4,411.38,118.23,103.52,Efectivo,Completada
VTA0000145,VTA0000145-01,20251112,2025-11-12 00:00:00,USR027624,ART000172,CAN002,SIN_PROMO,1,599.99,0.0,0.0,599.99,599.99,599.99,0.21,126.0,725.99,394.91,205.08,Tarjeta,Completada
VTA0000146,VTA0000146-01,20251115,2025-11-15 00:00:00,USR_NO_REG,ART000324,CAN003,SIN_PROMO,1,279.99,0.05,14.0,265.99,279.99,265.99,0.21,55.86,321.85,181.61,84.38,Bizum,Completada
VTA0000147,VTA0000147-01,20251118,2025-11-18 00:00:00,USR_NO_REG,ART000154,CAN003,SIN_PROMO,1,489.99,0.0,0.0,489.99,489.99,489.99,0.21,102.9,592.89,294.8,195.19,PayPal,Completada
VTA0000148,VTA0000148-01,20251121,2025-11-21 00:00:00,USR_NO_REG,ART000156,CAN004,SIN_PROMO,1,619.99,0.0,0.0,619.99,619.99,619.99,0.21,130.2,750.19,445.75,174.24,PayPal,Completada
VTA0000149,VTA0000149-01,20251123,2025-11-23 00:00:00,USR_NO_REG,ART000177,CAN002,SIN_PROMO,1,219.99,0.0,0.0,219.99,219.99,219.99,0.21,46.2,266.19,143.73,76.26,Tarjeta,Completada
VTA0000150,VTA0000150-01,20251123,2025-11-23 00:00:00,USR_NO_REG,ART000195,CAN001,PMO202511,1,209.99,0.1967,41.31,168.68,209.99,168.68,0.21,35.42,204.1,135.02,33.66,Bizum,Completada
VTA0000151,VTA0000151-01,20251124,2025-11-24 00:00:00,USR_NO_REG,ART000264,CAN007,SIN_PROMO,1,169.99,0.0,0.0,169.99,169.99,169.99,0.21,35.7,205.69,105.35,64.64,Bizum,Completada
VTA0000152,VTA0000152-01,20251128,2025-11-28 00:00:00,USR_NO_REG,ART000253,CAN002,SIN_PROMO,1,119.99,0.0,0.0,119.99,119.99,119.99,0.21,25.2,145.19,66.3,53.69,Transferencia,Completada
VTA0000153,VTA0000153-01,20251128,2025-11-28 00:00:00,USR_NO_REG,ART000269,CAN002,SIN_PROMO,1,279.99,0.0,0.0,279.99,279.99,279.99,0.21,58.8,338.79,182.18,97.81,Financiacion,Completada
VTA0000154,VTA0000154-01,20251204,2025-12-04 00:00:00,USR_NO_REG,ART000145,CAN001,SIN_PROMO,1,499.99,0.0,0.0,499.99,499.99,499.99,0.21,105.0,604.99,295.0,204.99,Tarjeta,Completada
VTA0000155,VTA0000155-01,20251209,2025-12-09 00:00:00,USR_NO_REG,ART000203,CAN002,SIN_PROMO,1,349.99,0.0,0.0,349.99,349.99,349.99,0.21,73.5,423.49,192.67,157.32,Efectivo,Completada
VTA0000156,VTA0000156-01,20251211,2025-12-11 00:00:00,USR_NO_REG,ART000295,CAN001,SIN_PROMO,2,319.99,0.0,0.0,319.99,639.98,639.98,0.21,134.4,774.38,215.11,209.76,Financiacion,Completada
VTA0000157,VTA0000157-01,20251212,2025-12-12 00:00:00,USR_NO_REG,ART000135,CAN002,SIN_PROMO,1,1029.99,0.05,51.5,978.49,1029.99,978.49,0.21,205.48,1183.97,629.23,349.26,Tarjeta,Completada
VTA0000158,VTA0000158-01,20251219,2025-12-19 00:00:00,USR_NO_REG,ART000154,CAN002,PMO202512,1,489.99,0.0994,48.71,441.28,489.99,441.28,0.21,92.67,533.95,294.8,146.48,Tarjeta,Completada
VTA0000159,VTA0000159-01,20251220,2025-12-20 00:00:00,USR_NO_REG,ART000350,CAN003,SIN_PROMO,1,269.99,0.0,0.0,269.99,269.99,269.99,0.21,56.7,326.69,182.1,87.89,Tarjeta,Completada
VTA0000160,VTA0000160-01,20251226,2025-12-26 00:00:00,USR_NO_REG,ART000188,CAN005,SIN_PROMO,1,159.99,0.0,0.0,159.99,159.99,159.99,0.21,33.6,193.59,95.38,64.61,Tarjeta,Completada
VTA0000161,VTA0000161-01,20260102,2026-01-02 00:00:00,USR_NO_REG,ART000253,CAN002,SIN_PROMO,1,119.99,0.0,0.0,119.99,119.99,119.99,0.21,25.2,145.19,66.3,53.69,PayPal,Completada
VTA0000162,VTA0000162-01,20260115,2026-01-15 00:00:00,USR_NO_REG,ART000299,CAN001,SIN_PROMO,1,109.99,0.0,0.0,109.99,109.99,109.99,0.21,23.1,133.09,62.54,47.45,Tarjeta,Completada
VTA0000163,VTA0000163-01,20260118,2026-01-18 00:00:00,USR_NO_REG,ART000136,CAN001,SIN_PROMO,1,499.99,0.03,15.0,484.99,499.99,484.99,0.21,101.85,586.84,350.26,134.73,PayPal,Completada
VTA0000164,VTA0000164-01,20260118,2026-01-18 00:00:00,USR_NO_REG,ART000172,CAN001,SIN_PROMO,1,599.99,0.0,0.0,599.99,599.99,599.99,0.21,126.0,725.99,394.91,205.08,Tarjeta,Completada
VTA0000165,VTA0000165-01,20260118,2026-01-18 00:00:00,USR_NO_REG,ART000319,CAN002,SIN_PROMO,1,689.99,0.0,0.0,689.99,689.99,689.99,0.21,144.9,834.89,492.29,197.7,Tarjeta,Devuelta
VTA0000166,VTA0000166-01,20260123,2026-01-23 00:00:00,USR_NO_REG,ART000137,CAN001,PMO202501,1,769.99,0.0852,65.6,704.39,769.99,704.39,0.21,147.92,852.31,539.67,164.72,Tarjeta,Completada
VTA0000167,VTA0000167-01,20260209,2026-02-09 00:00:00,USR_NO_REG,ART000135,CAN001,SIN_PROMO,1,1029.99,0.0,0.0,1029.99,1029.99,1029.99,0.21,216.3,1246.29,629.23,400.76,Tarjeta,Completada
VTA0000168,VTA0000168-01,20260211,2026-02-11 00:00:00,USR_NO_REG,ART000146,CAN004,SIN_PROMO,2,879.99,0.0,0.0,879.99,1759.98,1759.98,0.21,369.6,2129.58,587.38,585.22,Tarjeta,Completada
VTA0000169,VTA0000169-01,20260212,2026-02-12 00:00:00,USR_NO_REG,ART000351,CAN002,SIN_PROMO,1,519.99,0.0,0.0,519.99,519.99,519.99,0.21,109.2,629.19,335.6,184.39,Tarjeta,Completada
VTA0000170,VTA0000170-01,20260213,2026-02-13 00:00:00,USR_NO_REG,ART000324,CAN007,SIN_PROMO,2,279.99,0.0,0.0,279.99,559.98,559.98,0.21,117.6,677.58,181.61,196.76,Tarjeta,Completada
VTA0000171,VTA0000171-01,20260217,2026-02-17 00:00:00,USR_NO_REG,ART000260,CAN003,SIN_PROMO,1,309.99,0.0,0.0,309.99,309.99,309.99,0.21,65.1,375.09,173.46,136.53,Tarjeta,Completada
VTA0000172,VTA0000172-01,20260220,2026-02-20 00:00:00,USR_NO_REG,ART000286,CAN002,SIN_PROMO,1,429.99,0.0,0.0,429.99,429.99,429.99,0.21,90.3,520.29,289.95,140.04,Tarjeta,Completada
VTA0000173,VTA0000173-01,20260224,2026-02-24 00:00:00,USR_NO_REG,ART000276,CAN004,SIN_PROMO,2,839.99,0.0,0.0,839.99,1679.98,1679.98,0.21,352.8,2032.78,590.19,499.6,Tarjeta,Completada
VTA0000174,VTA0000174-01,20260228,2026-02-28 00:00:00,USR_NO_REG,ART000146,CAN003,SIN_PROMO,1,879.99,0.0,0.0,879.99,879.99,879.99,0.21,184.8,1064.79,587.38,292.61,PayPal,Completada
VTA0000175,VTA0000175-01,20260301,2026-03-01 00:00:00,USR_NO_REG,ART000287,CAN002,SIN_PROMO,2,729.99,0.0,0.0,729.99,1459.98,1459.98,0.21,306.6,1766.58,438.2,583.58,Tarjeta,Completada
VTA0000176,VTA0000176-01,20260303,2026-03-03 00:00:00,USR_NO_REG,ART000278,CAN003,SIN_PROMO,2,409.99,0.0,0.0,409.99,819.98,819.98,0.21,172.2,992.18,235.87,348.24,Tarjeta,Completada
VTA0000177,VTA0000177-01,20260307,2026-03-07 00:00:00,USR_NO_REG,ART000350,CAN001,SIN_PROMO,2,269.99,0.0,0.0,269.99,539.98,539.98,0.21,113.4,653.38,182.1,175.78,PayPal,Completada
VTA0000178,VTA0000178-01,20260312,2026-03-12 00:00:00,USR_NO_REG,ART000193,CAN002,SIN_PROMO,1,419.99,0.0,0.0,419.99,419.99,419.99,0.21,88.2,508.19,286.63,133.36,Tarjeta,Completada
VTA0000179,VTA0000179-01,20260314,2026-03-14 00:00:00,USR009388,ART000297,CAN001,SIN_PROMO,1,139.99,0.0,0.0,139.99,139.99,139.99,0.21,29.4,169.39,84.2,55.79,Tarjeta,Completada
VTA0000180,VTA0000180-01,20260314,2026-03-14 00:00:00,USR_NO_REG,ART000351,CAN002,SIN_PROMO,1,519.99,0.0,0.0,519.99,519.99,519.99,0.21,109.2,629.19,335.6,184.39,Tarjeta,Completada
VTA0000181,VTA0000181-01,20260317,2026-03-17 00:00:00,USR_NO_REG,ART000193,CAN002,SIN_PROMO,1,419.99,0.0,0.0,419.99,419.99,419.99,0.21,88.2,508.19,286.63,133.36,Bizum,Completada
VTA0000182,VTA0000182-01,20260318,2026-03-18 00:00:00,USR_NO_REG,ART000195,CAN004,SIN_PROMO,2,209.99,0.0,0.0,209.99,419.98,419.98,0.21,88.2,508.18,135.02,149.94,Transferencia,Completada
VTA0000183,VTA0000183-01,20260320,2026-03-20 00:00:00,USR_NO_REG,ART000287,CAN001,SIN_PROMO,1,729.99,0.05,36.5,693.49,729.99,693.49,0.21,145.63,839.12,438.2,255.29,Tarjeta,Completada
VTA0000184,VTA0000184-01,20260324,2026-03-24 00:00:00,USR_NO_REG,ART000287,CAN001,SIN_PROMO,1,729.99,0.0,0.0,729.99,729.99,729.99,0.21,153.3,883.29,438.2,291.79,PayPal,Completada
VTA0000185,VTA0000185-01,20260325,2026-03-25 00:00:00,USR_NO_REG,ART000299,CAN007,SIN_PROMO,1,109.99,0.0,0.0,109.99,109.99,109.99,0.21,23.1,133.09,62.54,47.45,Bizum,Completada
VTA0000186,VTA0000186-01,20260416,2026-04-16 00:00:00,USR_NO_REG,ART000264,CAN001,SIN_PROMO,2,169.99,0.0,0.0,169.99,339.98,339.98,0.21,71.4,411.38,105.35,129.28,Bizum,Completada
VTA0000187,VTA0000187-01,20260416,2026-04-16 00:00:00,USR_NO_REG,ART000360,CAN001,SIN_PROMO,1,709.99,0.03,21.3,688.69,709.99,688.69,0.21,144.62,833.31,425.1,263.59,Tarjeta,Completada
VTA0000188,VTA0000188-01,20260418,2026-04-18 00:00:00,USR_NO_REG,ART000164,CAN004,SIN_PROMO,1,259.99,0.0,0.0,259.99,259.99,259.99,0.21,54.6,314.59,167.02,92.97,Financiacion,Completada
VTA0000189,VTA0000189-01,20260424,2026-04-24 00:00:00,USR_NO_REG,ART000294,CAN001,SIN_PROMO,1,179.99,0.0,0.0,179.99,179.99,179.99,0.21,37.8,217.79,102.38,77.61,PayPal,Completada
VTA0000190,VTA0000190-01,20260424,2026-04-24 00:00:00,USR_NO_REG,ART000344,CAN003,SIN_PROMO,2,169.99,0.0,0.0,169.99,339.98,339.98,0.21,71.4,411.38,118.23,103.52,Tarjeta,Completada
VTA0000191,VTA0000191-01,20260426,2026-04-26 00:00:00,USR028158,ART000168,CAN002,SIN_PROMO,1,659.99,0.0,0.0,659.99,659.99,659.99,0.21,138.6,798.59,368.11,291.88,Tarjeta,Completada
VTA0000192,VTA0000192-01,20260510,2026-05-10 00:00:00,USR_NO_REG,ART000281,CAN005,SIN_PROMO,1,519.99,0.0,0.0,519.99,519.99,519.99,0.21,109.2,629.19,347.71,172.28,Tarjeta,Completada
VTA0000193,VTA0000193-01,20260510,2026-05-10 00:00:00,USR_NO_REG,ART000301,CAN001,SIN_PROMO,1,179.99,0.0,0.0,179.99,179.99,179.99,0.21,37.8,217.79,110.96,69.03,Tarjeta,Completada
VTA0000194,VTA0000194-01,20260515,2026-05-15 00:00:00,USR_NO_REG,ART000264,CAN004,SIN_PROMO,1,169.99,0.0,0.0,169.99,169.99,169.99,0.21,35.7,205.69,105.35,64.64,Tarjeta,Completada
VTA0000195,VTA0000195-01,20260519,2026-05-19 00:00:00,USR_NO_REG,ART000146,CAN002,SIN_PROMO,1,879.99,0.0,0.0,879.99,879.99,879.99,0.21,184.8,1064.79,587.38,292.61,Tarjeta,Completada
VTA0000196,VTA0000196-01,20260519,2026-05-19 00:00:00,USR_NO_REG,ART000360,CAN001,SIN_PROMO,1,709.99,0.0,0.0,709.99,709.99,709.99,0.21,149.1,859.09,425.1,284.89,Tarjeta,Completada
VTA0000197,VTA0000197-01,20260523,2026-05-23 00:00:00,USR_NO_REG,ART000341,CAN001,SIN_PROMO,1,39.99,0.0,0.0,39.99,39.99,39.99,0.21,8.4,48.39,24.2,15.79,Tarjeta,Completada
VTA0000198,VTA0000198-01,20260528,2026-05-28 00:00:00,USR009945,ART000193,CAN003,SIN_PROMO,1,419.99,0.0,0.0,419.99,419.99,419.99,0.21,88.2,508.19,286.63,133.36,Tarjeta,Completada
VTA0000199,VTA0000199-01,20260601,2026-06-01 00:00:00,USR_NO_REG,ART000172,CAN001,SIN_PROMO,1,599.99,0.0,0.0,599.99,599.99,599.99,0.21,126.0,725.99,394.91,205.08,Transferencia,Completada
VTA0000200,VTA0000200-01,20260611,2026-06-11 00:00:00,USR_NO_REG,ART000161,CAN003,SIN_PROMO,1,279.99,0.07,19.6,260.39,279.99,260.39,0.21,54.68,315.07,191.55,68.84,PayPal,Completada
